,customer_id,full_name,gender,dob,age,is_young_adult,is_senior,birth_country,passport_number,passport_expiry,phone_number,email,marital_status,has_children,number_dependents,Gender,profile,locale,prefix,first_name,last_name,secondary_address,building_number,street_name,street_suffix,city,postcode,state_abbr,address,cc_number,cc_expiry,cc_security_code,company_name,company_suffix,user_agent
25,a046b99c-2d4a-4caf-8d17-0172cca476c6,Todd Lucas,Male,1963-04-20,61,No,Yes,AU,104454062,2026-08-04,+61-434-375-155,denniswilliam@example.org,Yes,Yes,4,Male,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Todd"", ""last_name"": ""Lucas"", ""full_name"": ""Todd Lucas"", ""gender"": ""Male"", ""dob"": ""1963-04-20"", ""birth_country"": ""AU"", ""passport_number"": ""104454062"", ""passport_expiry"": ""2026-08-04"", ""phone_number"": ""+61-434-375-155"", ""email"": ""denniswilliam@example.org"", ""secondary_address"": ""Unit 87 "", ""building_number"": ""342"", ""street_name"": ""Chase Triangle"", ""street_suffix"": ""Riverway"", ""city"": ""Port Davidtown"", ""postcode"": "" 0968"", ""state_abbr"": "" WA"", ""address"": ""Unit 87 342 Chase Triangle Riverway, Port Davidtown  WA,  0968"", ""cc_number"": ""4018824350394621370"", ""cc_expiry"": ""06/26"", ""cc_security_code"": ""392"", ""company_name"": ""Harris, Riggs and Snow"", ""company_suffix"": ""Group"", ""user_agent"": ""Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0 rv:2.0; ru-RU) AppleWebKit/534.8.7 (KHTML, like Gecko) Version/5.0.4 Safari/534.8.7""}",en_AU,Dr.,Todd,Lucas,Unit 87 ,342,Chase Triangle,Riverway,Port Davidtown, 0968, WA,"Unit 87 342 Chase Triangle Riverway, Port Davidtown  WA,  0968",4018824350394621370,06/26,392,"Harris, Riggs and Snow",Group,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0 rv:2.0; ru-RU) AppleWebKit/534.8.7 (KHTML, like Gecko) Version/5.0.4 Safari/534.8.7"
26,df0fca3a-3043-475d-a142-f23fc9222408,Jeffrey Mercado,Male,1964-12-02,60,No,No,AU,093782880,2028-01-19,(07)44295488,christopherbrown@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
27,80e8dd51-172e-4868-8dd6-c607141cb59c,Mary Russell,Female,1974-06-10,50,No,No,AU,Z49873232,2025-04-12,08-7455-0605,cisnerostracy@example.com,No,No,0,,,,,,,,,,,,,,,,,,,,
28,e4446325-b0c1-4fee-8a7e-a9ff6eeeb2b9,Lydia Dominguez,Female,1963-01-11,62,No,No,AU,A10714529,2025-05-23,07-6524-4211,omarcook@example.org,Yes,No,0,,,,,,,,,,,,,,,,,,,,
29,b0201f0c-b7b6-43c9-9205-7a847e38a5a0,Nancy Allen,Female,2000-02-13,25,Yes,No,PH,B01221485,2026-01-05,+61291764288,johnacosta@example.com,No,Yes,2,,,,,,,,,,,,,,,,,,,,
30,7d0ab76a-16e5-46ef-a7f8-4108918b18bb,Brittany Durham,Female,1969-03-28,55,No,No,AU,138975450,2027-07-22,0445 525 595,sharpbrian@example.org,Yes,No,0,,,,,,,,,,,,,,,,,,,,
31,efcd4c30-c015-4bd9-910b-862864f0af80,Jessica Young,Female,1954-02-06,71,No,Yes,AU,175383914,2028-04-25,0151 9514,valenciaryan@example.com,No,No,0,,,,,,,,,,,,,,,,,,,,
32,feecabe9-e80b-4cff-b1b2-900cfca2f684,Christina Payne,Female,1992-01-31,33,No,No,AU,N21953459,2028-07-04,+61-7-2348-8829,courtneybowman@example.org,Yes,Yes,2,,,,,,,,,,,,,,,,,,,,
33,936097d5-a1fd-4aee-87b1-6fd6db520871,Todd Alexander,Male,1993-01-16,32,No,No,AU,D48950377,2026-03-04,1200-6849,rgoodwin@example.com,No,No,0,,,,,,,,,,,,,,,,,,,,
34,e108faa5-a160-4028-9ddb-30da9d0a0a1d,Maria Hansen,Female,1979-11-04,45,No,No,AU,C81661315,2029-10-16,02-2061-4587,stonecynthia@example.net,Yes,No,0,,,,,,,,,,,,,,,,,,,,
35,a528de80-a6d6-4d36-8c38-e1835f8460d3,Anthony Williams,Male,1976-03-24,48,No,No,AU,C56634571,2029-08-26,+61333892233,hernandeznicholas@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
36,a383c53b-a3a2-4cf4-83c3-c9ef9c469a73,Mr. Gregory,Male,2000-11-16,24,Yes,No,AU,006767591,2026-07-17,2999-3907,gtorres@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
37,fb59e94e-351b-4c33-a670-042388fa6324,Jerry Allen,Male,1951-08-04,73,No,Yes,AU,816734186,2029-04-25,+61706759202,matthewblair@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
38,5c37059d-c5e5-4f3f-a038-c514c7eff0ec,Shannon Barnett,Female,2001-07-12,23,Yes,No,AU,897870688,2026-03-30,08-8066-7877,qcollins@example.net,Yes,No,0,,,,,,,,,,,,,,,,,,,,
39,45ae5dad-f8ec-406f-b0c5-17afbd9e92db,Lorraine Hull,Female,1998-11-25,26,Yes,No,AU,T93176348,2029-11-16,02 5061 0501,larrysanders@example.com,No,No,0,,,,,,,,,,,,,,,,,,,,
40,70516c9e-5ef8-4643-9b60-082b286a9071,Holly Moore,Unknown,1948-11-30,76,No,Yes,AU,763028251,2027-04-20,6450-5116,caldwellcaleb@example.org,Yes,Yes,2,Unknown,"{""locale"": ""en_AU"", ""prefix"": null, ""first_name"": ""Holly"", ""last_name"": ""Moore"", ""full_name"": ""Holly Moore"", ""gender"": ""Unknown"", ""dob"": ""1948-11-30"", ""birth_country"": ""AU"", ""passport_number"": ""763028251"", ""passport_expiry"": ""2027-04-20"", ""phone_number"": ""6450-5116"", ""email"": ""caldwellcaleb@example.org"", ""secondary_address"": ""Apt. 169 "", ""building_number"": ""52"", ""street_name"": ""Olsen Roadway"", ""street_suffix"": ""Highway"", ""city"": ""East Renee"", ""postcode"": "" 5200"", ""state_abbr"": "" ACT"", ""address"": ""Apt. 169 52 Olsen Roadway Highway, East Renee  ACT,  5200"", ""cc_number"": ""4008630610664"", ""cc_expiry"": ""11/33"", ""cc_security_code"": ""709"", ""company_name"": ""Holmes-Ray"", ""company_suffix"": ""Ltd"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0)""}",en_AU,,Holly,Moore,Apt. 169 ,52,Olsen Roadway,Highway,East Renee, 5200, ACT,"Apt. 169 52 Olsen Roadway Highway, East Renee  ACT,  5200",4008630610664,11/33,709,Holmes-Ray,Ltd,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0)
41,fbcf751f-4016-4ad5-b691-9cc9d81032e5,Chad Krause,Male,1997-08-12,27,Yes,No,AU,661518429,2027-11-26,+61 417 984 916,jasonroth@example.com,Yes,Yes,3,Male,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Chad"", ""last_name"": ""Krause"", ""full_name"": ""Chad Krause"", ""gender"": ""Male"", ""dob"": ""1997-08-12"", ""birth_country"": ""AU"", ""passport_number"": ""661518429"", ""passport_expiry"": ""2027-11-26"", ""phone_number"": ""+61 417 984 916"", ""email"": ""jasonroth@example.com"", ""secondary_address"": ""Apt. 360 "", ""building_number"": ""546"", ""street_name"": ""Wang Circuit"", ""street_suffix"": ""Close"", ""city"": ""Brendanhaven"", ""postcode"": "" 2611"", ""state_abbr"": "" NT"", ""address"": ""Apt. 360 546 Wang Circuit Close, Brendanhaven  NT,  2611"", ""cc_number"": ""4315869818230369"", ""cc_expiry"": ""01/29"", ""cc_security_code"": ""6405"", ""company_name"": ""Garrison Ltd"", ""company_suffix"": ""Inc"", ""user_agent"": ""Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.5.7 (KHTML, like Gecko) Version/4.0 Safari/534.5.7""}",en_AU,Mr.,Chad,Krause,Apt. 360 ,546,Wang Circuit,Close,Brendanhaven, 2611, NT,"Apt. 360 546 Wang Circuit Close, Brendanhaven  NT,  2611",4315869818230369,01/29,6405,Garrison Ltd,Inc,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.5.7 (KHTML, like Gecko) Version/4.0 Safari/534.5.7"
42,74a99f36-d4cb-45d3-92da-1e261e8f375c,Bianca Hansen,Unknown,1961-11-20,63,No,Yes,AU,X45138973,2029-06-11,0479.031.320,igordon@example.net,Yes,Yes,1,Unknown,"{""locale"": ""en_AU"", ""prefix"": null, ""first_name"": ""Bianca"", ""last_name"": ""Hansen"", ""full_name"": ""Bianca Hansen"", ""gender"": ""Unknown"", ""dob"": ""1961-11-20"", ""birth_country"": ""AU"", ""passport_number"": ""X45138973"", ""passport_expiry"": ""2029-06-11"", ""phone_number"": ""0479.031.320"", ""email"": ""igordon@example.net"", ""secondary_address"": ""88/"", ""building_number"": ""12"", ""street_name"": ""James Point"", ""street_suffix"": ""Glen"", ""city"": ""Barrettmouth"", ""postcode"": "" 2644"", ""state_abbr"": "" QLD"", ""address"": ""88/12 James Point Glen, Barrettmouth  QLD,  2644"", ""cc_number"": ""4633428004356"", ""cc_expiry"": ""06/31"", ""cc_security_code"": ""613"", ""company_name"": ""Patel-Allen"", ""company_suffix"": ""Group"", ""user_agent"": ""Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.10.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.10.2""}",en_AU,,Bianca,Hansen,88/,12,James Point,Glen,Barrettmouth, 2644, QLD,"88/12 James Point Glen, Barrettmouth  QLD,  2644",4633428004356,06/31,613,Patel-Allen,Group,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.10.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.10.2"
43,c7abbbe9-984b-4499-9b20-1064df08951b,Danielle Taylor,Female,1962-12-01,62,No,No,AU,965561930,2027-03-01,(08)-1262-5526,angelaellis@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
44,150f632b-0c8c-4ae5-9984-c67c68f82e67,Jason Sandoval,Male,1941-06-19,83,No,Yes,AU,O52350399,2028-09-11,0837.0603,brivas@example.org,Yes,Yes,4,Male,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Jason"", ""last_name"": ""Sandoval"", ""full_name"": ""Jason Sandoval"", ""gender"": ""Male"", ""dob"": ""1941-06-19"", ""birth_country"": ""AU"", ""passport_number"": ""O52350399"", ""passport_expiry"": ""2028-09-11"", ""phone_number"": ""0837.0603"", ""email"": ""brivas@example.org"", ""secondary_address"": ""9/"", ""building_number"": ""341"", ""street_name"": ""Melissa View"", ""street_suffix"": ""Centreway"", ""city"": ""Danielleview"", ""postcode"": "" 2472"", ""state_abbr"": "" ACT"", ""address"": ""9/341 Melissa View Centreway, Danielleview  ACT,  2472"", ""cc_number"": ""30165226379993"", ""cc_expiry"": ""04/32"", ""cc_security_code"": ""381"", ""company_name"": ""Obrien-Watkins"", ""company_suffix"": ""Group"", ""user_agent"": ""Opera/9.32.(Windows NT 5.2; de-LU) Presto/2.9.179 Version/12.00""}",en_AU,Mr.,Jason,Sandoval,9/,341,Melissa View,Centreway,Danielleview, 2472, ACT,"9/341 Melissa View Centreway, Danielleview  ACT,  2472",30165226379993,04/32,381,Obrien-Watkins,Group,Opera/9.32.(Windows NT 5.2; de-LU) Presto/2.9.179 Version/12.00
45,6b7823dc-f3b4-4bf3-baec-fb604fa18a1d,Harold Kim,Male,1997-04-12,27,Yes,No,PH,I81140341,2027-10-15,9215.1645,pramirez@example.org,Yes,No,0,,,,,,,,,,,,,,,,,,,,
46,40da1c87-0650-4378-b8d7-0a49cb21085c,Bradley Garcia,Male,1951-12-25,73,No,Yes,PH,280500426,2025-07-21,43892913,michelle50@example.net,Yes,Yes,3,,,,,,,,,,,,,,,,,,,,
47,dbcddf48-6d77-43f1-8ab1-10e81c2cf784,Heidi Lopez,Female,1969-06-13,55,No,No,AU,O48259024,2026-02-23,0261890358,wflores@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
48,becb3189-8685-4e8c-9bd9-28e66de35c04,Brenda Butler,Female,1989-06-07,35,No,No,AU,686502691,2027-07-29,0483-710-906,tshaw@example.com,Yes,No,0,,,,,,,,,,,,,,,,,,,,
49,1cd1009f-8332-4929-9cdc-dc401d4a4609,Sara Dominguez,Unknown,1961-02-11,64,No,Yes,AU,F49386453,2028-09-09,+61 474 735 608,lmoore@example.net,No,No,0,Unknown,"{""locale"": ""en_AU"", ""prefix"": null, ""first_name"": ""Sara"", ""last_name"": ""Dominguez"", ""full_name"": ""Sara Dominguez"", ""gender"": ""Unknown"", ""dob"": ""1961-02-11"", ""birth_country"": ""AU"", ""passport_number"": ""F49386453"", ""passport_expiry"": ""2028-09-09"", ""phone_number"": ""+61 474 735 608"", ""email"": ""lmoore@example.net"", ""secondary_address"": ""Apt. 557 "", ""building_number"": ""7"", ""street_name"": ""Kevin Entrance"", ""street_suffix"": ""Hill"", ""city"": ""South Dawn"", ""postcode"": "" 6229"", ""state_abbr"": "" NT"", ""address"": ""Apt. 557 7 Kevin Entrance Hill, South Dawn  NT,  6229"", ""cc_number"": ""371354697098103"", ""cc_expiry"": ""05/25"", ""cc_security_code"": ""486"", ""company_name"": ""Martin LLC"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Opera/9.38.(X11; Linux x86_64; csb-PL) Presto/2.9.176 Version/11.00""}",en_AU,,Sara,Dominguez,Apt. 557 ,7,Kevin Entrance,Hill,South Dawn, 6229, NT,"Apt. 557 7 Kevin Entrance Hill, South Dawn  NT,  6229",371354697098103,05/25,486,Martin LLC,and Sons,Opera/9.38.(X11; Linux x86_64; csb-PL) Presto/2.9.176 Version/11.00
50,e8a89a48-7197-442c-8cf3-8490c75d0d83,Amy Tran,Female,1949-04-14,75,No,Yes,AU,N31003720,2025-12-25,+61 8 7120 6370,tthomas@example.net,No,No,0,,,,,,,,,,,,,,,,,,,,
51,d61268bd-70cb-4511-a546-f16aac87a11a,Steven Stanley,Male,1999-09-14,25,Yes,No,AU,280704854,2026-08-16,(08)-0360-8242,zacharytorres@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
52,ddbb0fdd-53b5-4866-82ae-a38575ce3241,Allison Bennett,Female,1968-06-14,56,No,No,AU,349792515,2026-05-31,9759.9860,coleglen@example.net,No,No,0,,,,,,,,,,,,,,,,,,,,
53,8977e47c-2a06-4d8d-85cf-25599f0ed7b1,Philip Yang,Male,1990-01-26,35,No,No,AU,657113088,2028-10-22,+61 7 0461 7327,brownthomas@example.net,Yes,No,0,,,,,,,,,,,,,,,,,,,,
54,faf3d73e-0645-4264-a38a-90a93d3302f7,Leonor Emilse,Female,1981-11-28,43,No,No,CO,O87610783,2028-09-26,(02)52920114,roachnatalie@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
55,3aac338f-9d5b-4098-a4d1-ac250d4109bb,Juan Martinez,Male,1980-04-06,44,No,No,AU,C13577768,2029-05-20,4860-4486,jameslevy@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
56,961352aa-bd15-4c3f-9627-bddb22385a5c,Warren Gomez,Male,1959-12-05,65,No,Yes,AU,987404560,2026-04-26,(03) 2529 3554,melissa56@example.net,Yes,No,0,,,,,,,,,,,,,,,,,,,,
57,6117be4d-08c6-49d6-95d6-55bf313ab7fc,Phillip Brooks,Male,1990-11-18,34,No,No,AU,351340378,2026-07-30,+61 416 721 876,dnorris@example.com,Yes,No,0,,,,,,,,,,,,,,,,,,,,
58,fb9431f3-b96b-41f2-8b7b-758c9d80f2dd,Brian Levy,Male,1987-02-11,38,No,No,AU,X93292274,2026-12-18,+61 8 1168 9396,ymorrison@example.org,No,Yes,3,,,,,,,,,,,,,,,,,,,,
59,1d153e24-f5be-4af4-a630-53bab0d9e055,Carol Fisher,Female,2003-08-18,21,Yes,No,AU,293354455,2027-03-23,1854.4453,rcobb@example.com,Yes,No,0,,,,,,,,,,,,,,,,,,,,
60,40882acf-dfc1-40dc-9365-439c721cb496,Joseph Thomas,Male,1995-05-30,29,Yes,No,AU,090956499,2029-08-01,4687-3683,clarkrobert@example.org,No,No,0,,,,,,,,,,,,,,,,,,,,
