,customer_id,street,type,suburb,postcode,full_address
49,2571d830-c9d4-4657-af53-e3011bc8714e,Johnny Highway,Piazza,Kevinville,,"Flat 68 2 Johnny Highway Piazza, Kevinville  SA,  2038"
50,c5cc74a0-380d-4baa-b16e-f4f44e01aa49,Clark Link,Artery,Tammymouth,2677,
51,89687b0b-d99c-4ba1-81b0-d434d8278fa2,Williams Sound,Foreshore,Silvamouth,,"617/2 Williams Sound Foreshore, Silvamouth  QLD,  2221"
52,8862b97a-2497-4e14-86d9-89701425f3b7,Jessica Roads,Siding,South Geraldtown,,
53,9361f34c-97cf-4668-a4ae-fa7c36006614,Clark Slope,Route,Danielport,965,"20/5 Clark Slope Route, Danielport  VIC,  0965"
54,33fe9371-7aa6-4519-9ab8-b08805297cd4,Andrew Bridge,Ridge,Blackmouth,2619,"Suite 995 699 Andrew Bridge Ridge, Blackmouth  VIC,  2619"
55,e41218ad-f989-4f1d-a23e-be9bc5c1d0c6,Marcus Frontage,Upper,Warrenville,2809,
56,9cc3b889-0b58-4bcc-96e5-ee7900323d39,Stephanie Cross,Strip,New Patrick,2628,"988/202 Stephanie Cross Strip, New Patrick  ACT,  2628"
57,0c87aca8-3ab3-4dbe-953b-e3dce9370e23,Krause Ridge,Gardens,Amberview,1441,"Level 6 33 Krause Ridge Gardens, Amberview  QLD,  1441"
58,70998ef1-cfc3-4480-9949-72c76879e5d9,Anita Roads,Siding,St. Joel,,"Apt. 059 553 Anita Roads Siding, St. Joel  NSW,  7035"
59,1ea79d91-07e2-407d-b992-69b59f52e0f2,Kurt Outlook,Crest,Madelinechester, 4973,
60,2e2c843e-4bfe-4450-8e24-f800bab27b36,Harper Gate,Gully,East Leslie,,"Flat 89 4 Harper Gate Gully, East Leslie  NT,  2581"
61,ee759765-4b85-4e6b-ab05-8858b1c29f9c,Robert Dell,Corner,Zacharyfort,2978,"Apt. 923 6 Robert Dell Corner, Zacharyfort  SA,  2978"
62,f445271a-69d4-4609-8502-938c2c0f4806,Brittany Follow,Trail,Robertburgh,2602,
63,9144c9e3-2009-4475-902d-497fcf8b5d02,Mario Ronde,Roads,West David,2974,"Apt. 087 920 Mario Ronde Roads, West David  TAS,  2974"
64,b4fd3607-0167-46c0-912b-21f1caf6aafb,Grant Point,Link,Deborahberg,,
65,305f911e-83ea-4431-aa54-8724dd76af3e,Clark Highway,Villas,Saraville,213,"Level 9 0 Clark Highway Villas, Saraville  VIC,  0213"
66,6c59c94f-7185-4806-b0bd-f1acf4480a51,Daniel Break,Trunkway,,,"374/734 Daniel Break Trunkway, East Melissaport  ACT,  2381"
67,fc49035a-a199-42b6-a3c7-d1febcaffa23,Cook Ring,Corner,Alyssashire,,
68,d4e5a830-c237-47fc-b70a-3d3d6b35619e,Baker Park,Copse,Rachelmouth,9281,"66/8 Baker Park Copse, Rachelmouth  TAS,  9281"
69,6cdd6992-a086-4073-9e13-b189e2f2e54e,Michael River,Quadrant,Mirandastad,2752,"Level 0 735 Michael River Quadrant, Mirandastad  TAS,  2752"
70,71ba4222-f472-465f-bc99-923f429c7bbf,King Roadside,Dell,South Darleneton,2636,"36/92 King Roadside Dell, South Darleneton  ACT,  2636"
71,b7cce4c6-ed7a-427a-a0e2-df3f0c2115de,Jeffrey Cutting,Access,West Kathy,2657,"Suite 973 482 Jeffrey Cutting Access, West Kathy  VIC,  2657"
72,908f8ec1-efa1-4bcd-8ab6-312658bdf94d,Barnes Brace,Rest,New Edwardside,2862,"8/49 Barnes Brace Rest, New Edwardside  NT,  2862"
73,d05984e7-6f73-49a7-8b1d-6b6fc19ae2f9,Jared Bridge,Cul-de-sac,Robertmouth,,
74,ea79ab9f-7291-4010-9e02-7c3f91760fe3,Harrington Vale,Plateau,Lake Briana,,"Level 6 351 Harrington Vale Plateau, Lake Briana  QLD,  2967"
75,24e56441-bd19-4181-b2f1-7876c9b3216e,Paul Foreshore,Underpass,Villarrealmouth,2194,"Level 3 48 Paul Foreshore Underpass, Villarrealmouth  SA,  2194"
76,30b02aa8-f7f2-4063-bc6f-62fe8d31da7b,Mueller Edge,Gap,Mcdowellview,2972,
77,8e297f82-8168-486d-8fea-c098368a598f,Acevedo Ramp,Rue,St. Aaron,2920,
78,e5555c51-0453-428d-8ffe-4733b5e37405,Denise Hill,Strand,Jameschester,2906,
79,d9d6766c-3c7a-4fc8-adb9-e1e8ffe53190,Jennifer Garden,Foreshore,West Isaachaven,827,"Flat 23 7 Jennifer Garden Foreshore, West Isaachaven  SA,  0827"
80,a09b33a3-5cf7-4dec-afe8-c3bbce50d016,Margaret Mew,Cruiseway,Julieport,2634,"Suite 783 413 Margaret Mew Cruiseway, Julieport  WA,  2634"
81,e0cad572-8054-4cf8-97e3-c9539ccf7299,Rice Esplanade,Way,Ericborough,222,"67/546 Rice Esplanade Way, Ericborough  WA,  0222"
82,630f5eac-343a-4a56-b570-997dae2a64ad,Dawn Nook,River,St. Colleen,,"326/8 Dawn Nook River, St. Colleen  NT,  0935"
83,acb07324-3af8-4583-b098-6a2c8f6f00c4,Kelley Alley,Driveway,Port Emily, 4688,"Flat 70 516 Kelley Alley Driveway, Port Emily  SA,  4688"
84,cf8ced2c-e888-451b-9f10-e85cecb03446,Matthew Copse,Gardens,West Megan,2852,
85,f8e68219-d798-41e9-9367-c9fdcf43136b,Taylor Key,Walk,Lake Steven,,"Suite 850 354 Taylor Key Walk, Lake Steven  NSW,  2089"
86,96348e87-4bbf-4afb-befe-107256554032,Kevin Wade,Bend,West Samanthashire,2656,"Unit 34 63 Kevin Wade Bend, West Samanthashire  NT,  2656"
87,c00780b2-40ba-4009-8a70-f84c1e3787e3,Walsh Cul-de-sac,Steps,Jacquelinechester,838,
88,4e35d852-0821-40d5-8ab0-d2c0fb21b631,Novak Mount,Expressway,West Caleb,2969,
89,384d0ddb-f450-4bea-93c6-a9ec50556a13,Nathan Villas,Crest,Port Mike,,"Level 4 28 Nathan Villas Crest, Port Mike  TAS,  2634"
90,1376e2eb-9abb-4351-9518-cc4d9b943463,Lindsey Crest,Brae,Leemouth,,"528/2 Lindsey Crest Brae, Leemouth  VIC,  2985"
91,a8076842-21e2-4719-83ae-ba03eca0385d,Miranda Range,Laneway,Port Rachelside,2959,"1/649 Miranda Range Laneway, Port Rachelside  WA,  2959"
92,f9f58d82-2aa5-4e3e-84ff-4ffbfb341cd4,Stewart Mall,Park,St. Luke,2729,"Apt. 357 29 Stewart Mall Park, St. Luke  ACT,  2729"
93,8d96d4a9-4879-4bfe-ab12-3c173c5661f4,Michael Courtyard,Quadrangle,North Kellyfort,2617,"Suite 273 8 Michael Courtyard Quadrangle, North Kellyfort  WA,  2617"
94,0944b135-d836-4987-88a3-970887f02360,Anthony Gardens,Villas,Port Ashley,2694,"42/225 Anthony Gardens Villas, Port Ashley  QLD,  2694"
95,eacce24a-8174-4f7e-90b3-9a0a8098b2ae,Jones Drive,Highroad,Collinside,,
96,7ddcd6f0-bb56-4c18-8683-f927c14a80b3,Graham Elbow,Avenue,Whiteborough,2619,"Unit 60 48 Graham Elbow Avenue, Whiteborough  QLD,  2619"
97,93f17c25-6649-40ba-9a32-5810c0de4704,Dixon Point,Tor,St. Jasonland,,"Level 6 64 Dixon Point Tor, St. Jasonland  WA,  2458"
98,7f0ae3cf-c1ab-45f1-9afa-a17621555eff,Palmer Siding,Promenade,North Anthony,2942,"Suite 613 78 Palmer Siding Promenade, North Anthony  ACT,  2942"
99,eaa7a899-a841-455f-b041-20ada13df24f,Schultz Strand,Byway,Greenborough,4005,"Level 0 96 Schultz Strand Byway, Greenborough  TAS,  4005"
100,b83e91cf-9eec-409a-a8fe-7acf0cf5e81c,Macias Firetrail,Walkway,Barryberg,7155,"042/336 Macias Firetrail Walkway, Barryberg  SA,  7155"
101,3b68d15e-224c-4c00-bebb-0772221df03b,James Upper,Grove,Gabrielmouth,,"Suite 346 55 James Upper Grove, Gabrielmouth  QLD,  2683"
102,6906e251-c234-4127-81e5-7f514141674a,Gabriella Ramp,Gardens,South Saramouth,2911,
103,ce050b23-43bc-4eed-8d0e-95861d140676,Mclean Junction,Vista,Clintonport,,"849/4 Mclean Junction Vista, Clintonport  TAS,  2965"
104,78d6d125-912d-4feb-98ea-e599c3ccb0b2,Miller Front,End,Crawfordshire,966,"5/07 Miller Front End, Crawfordshire  ACT,  0966"
105,8535ade4-d1c8-436b-8766-84d5f3192f9d,Ann Corso,State Highway,Lake Jessicaview,2925,
106,e6e8a5ec-7a64-4642-8b60-a517ceeff64f,Latasha Edge,Right Of Way,East Karenmouth,2619,
107,1e94c165-cfc8-46ee-a4dc-ed1de4e5227c,Brock Frontage,Cul-de-sac,New Jack, 8320,
108,95f73050-e707-4143-85cc-0b3234d3f997,Lamb Walk,Interchange,Zimmermanville,2748,"Flat 49 5 Lamb Walk Interchange, Zimmermanville  VIC,  2748"
109,6d99d4e6-0c83-447e-95c7-53840163d1a7,Owens Anchorage,Beach,,,
110,5f6bdce0-f672-4a5c-bc2b-4ff62cda9137,Lee Byway,Arcade,,2994,
111,8e3fe4bc-4ad5-4e0c-a609-016e62ee1d50,Stephens Deviation,Link,St. Tracistad,2729,"Apt. 289 01 Stephens Deviation Link, St. Tracistad  NT,  2729"
112,576b738b-d84d-4e8f-a9a7-a03efc39f355,Bobby Sound,Cutting,New Catherine,2998,"Flat 10 783 Bobby Sound Cutting, New Catherine  WA,  2998"
113,3d3418d0-eee1-42d0-807b-82a6866fa3b7,Kent Copse,Point,,2130,"Level 6 869 Kent Copse Point, Lake Derek  NT,  2130"
114,8c196834-88fd-4cb5-8333-35b833f5b49d,Wolf Elbow,Lower,Martinezmouth,,"5/820 Wolf Elbow Lower, Martinezmouth  VIC,  2241"
115,987ccbd3-a301-4604-a8e1-c8d18d79a0b9,Hubbard Intersection,Reach,Elizabethtown,,"Apt. 523 508 Hubbard Intersection Reach, Elizabethtown  QLD,  0968"
116,59ccbd84-4d30-47f5-ac8c-24332fcc73c8,Nicholas Lees,Artery,North Anthonyhaven,2692,"Apt. 423 705 Nicholas Lees Artery, North Anthonyhaven  NSW,  2692"
117,0602e763-fe84-4de1-8d6c-1194c9cb28ea,Bryan Nook,Place,Bradfordborough,2976,"Apt. 529 561 Bryan Nook Place, Bradfordborough  NSW,  2976"
118,a0d424d3-81c6-46c0-8a85-25a92d9fc24e,April Terrace,Highway,East Dennis,2981,"Suite 317 3 April Terrace Highway, East Dennis  QLD,  2981"
119,387f1f71-f2f3-4342-914c-b51c45c964d7,Thompson Front,Intersection,Powellbury,2675,
120,f93210d7-26be-4008-9871-a566604e639b,Stephanie Roads,Retreat,East Jonathanberg,2900,"37/2 Stephanie Roads Retreat, East Jonathanberg  VIC,  2900"
121,967cc2fe-caff-4635-b555-fb54aeba7919,Harris Interchange,View,Turnerport,4665,"Suite 928 4 Harris Interchange View, Turnerport  SA,  4665"
122,75a87bc6-4213-4c23-beac-9d5c5514881c,Dougherty Subway,Cutting,West Jennifer,,
123,23a26b25-a2be-4324-a3e1-4cdbbc72f6e5,Brittany Riviera,Quad,East Dianachester,2503,"388/767 Brittany Riviera Quad, East Dianachester  ACT,  2503"
124,d5755b80-9d5a-49a1-95fd-9c197c25af3b,Olson Brae,Ground,North Robertland,,
125,a8aac3f5-45fb-43b9-ad30-468c9970896c,Kyle Walk,Anchorage,,2677,"Unit 88 5 Kyle Walk Anchorage, Port Lauraborough  WA,  2677"
126,e0978d32-327f-48c6-bd7a-fb1f93050ea2,Chapman Tollway,Parklands,Fordton,2611,"Unit 99 07 Chapman Tollway Parklands, Fordton  WA,  2611"
127,57d7d35c-aa83-4b1a-ac1c-4f89654c4dd5,Jill Riviera,Pathway,Lake Jenna,2197,"Unit 69 63 Jill Riviera Pathway, Lake Jenna  ACT,  2197"
128,818d5231-5deb-4c77-8157-e1a93f559904,Bryan Cruiseway,Ground,New Jesse,244,
129,554e265f-6691-47ee-a4a1-4711501edbcd,Evans Rest,Triangle,South Sarahborough,,"Unit 56 9 Evans Rest Triangle, South Sarahborough  SA,  2926"
130,599b0022-b34c-438a-8bf8-4ecdcacf377f,Darryl Broadway,Plateau,Doylechester,5412,"93/2 Darryl Broadway Plateau, Doylechester  NSW,  5412"
131,585799ff-3da4-42df-9ac7-0d3aca13ce69,Anderson Reach,Landing,Ritafort,968,"Unit 34 24 Anderson Reach Landing, Ritafort  NT,  0968"
132,36e2a471-48b8-433a-95d0-6aa69b816ce5,Juan Trunkway,Row,,2883,"Apt. 974 66 Juan Trunkway Row, Cherylstad  NSW,  2883"
133,2db236c7-8e23-416d-be46-b761431aee39,Graham Thoroughfare,Drive,St. Justinside,2638,"15/94 Graham Thoroughfare Drive, St. Justinside  NSW,  2638"
134,262108c2-f1b8-4d79-aec3-10c4101d8c2d,Hoffman Gully,Ramp,Shepardberg,2964,"Level 8 845 Hoffman Gully Ramp, Shepardberg  VIC,  2964"
135,ec4a07ca-a870-4a2f-94ed-3f1b5929bd3a,Bailey Round,Lower,Jordantown,2619,"Flat 86 0 Bailey Round Lower, Jordantown  SA,  2619"
136,e3725302-2d68-461c-bde3-b2633ac27572,Randall Meander,Rise,St. Mathewmouth,1832,
137,fd5d5700-c859-4746-a2dd-ae770dec3009,Gallegos Dell,Entrance,South Cynthialand,,
138,f0a0d3fa-f758-4fb9-8d11-8defe11689c5,Green Plaza,Ride,,2920,
139,1c911236-2334-4ca8-8f4c-5fc195c9b5f9,Melanie End,Nook,Jacobsonton,4399,"96/55 Melanie End Nook, Jacobsonton  VIC,  4399"
140,6c64c43b-d08c-4611-8121-8c719f5cec13,Valerie Quad,Villas,Blanchardbury,2640,"231/771 Valerie Quad Villas, Blanchardbury  ACT,  2640"
141,9509f0de-137b-4c8a-97f4-dda394a0737f,James Highroad,Stairs,St. Kennethburgh,,"Apt. 055 11 James Highroad Stairs, St. Kennethburgh  ACT,  2985"
142,0d7f8031-bfc2-480c-89bc-2f0abb097a96,Paula Triangle,Foreshore,,,"Flat 64 05 Paula Triangle Foreshore, Granttown  SA,  4417"
143,0964deec-2bc7-4e1a-8b8a-82a5f761a546,Duane Elbow,Fairway,,2653,"Apt. 918 90 Duane Elbow Fairway, Steinland  TAS,  2653"
144,dd64bcef-ac66-41e7-811d-6da01df60b1d,Crystal Retreat,Rue,Ericport,,"886/71 Crystal Retreat Rue, Ericport  SA,  2649"
145,e998a08a-73e0-459f-9548-aeec0975ba7e,Benjamin Quay,Crest,New Morgan,,
146,e8935712-0add-48db-823c-efe79e3cd21f,Garcia Top,Crossway,New Derrickstad,,"Flat 29 5 Garcia Top Crossway, New Derrickstad  VIC,  2883"
147,f2e73837-843c-4168-b508-fc1e280b9189,Jennifer Interchange,Place,Port Bridget,,
148,7d0ab76a-16e5-46ef-a7f8-4108918b18bb,Kelly Basin,Driveway,Lake Kelly,,"Flat 94 04 Kelly Basin Driveway, Lake Kelly  VIC,  2603"
149,6687304d-198d-4423-96ed-6da5568dcb2b,White Estate,Quays,Jesusmouth,,"7/50 White Estate Quays, Jesusmouth  NT,  9257"
150,f7dc5dd1-47f6-4ef6-94b0-09950b4403e1,Megan Circuit,Interchange,East Robinville,1952,"Level 1 020 Megan Circuit Interchange, East Robinville  SA,  1952"
151,dd8d0473-dd02-4f86-8067-fea60a0cf697,Taylor Route,Trailer,Karenmouth,2901,"Level 8 59 Taylor Route Trailer, Karenmouth  WA,  2901"
152,9e418abf-eb9d-484c-898c-868e16cc55d3,Gwendolyn Lees,Copse,Port Deanna,,"Apt. 753 595 Gwendolyn Lees Copse, Port Deanna  TAS,  2619"
153,f6bf39cb-adf1-4fb0-8420-d6af55898d69,Chavez Landing,Meander,,2661,"Suite 219 975 Chavez Landing Meander, Lake Danielberg  WA,  2661"
154,ac2652e3-3447-4ed0-8314-a1b3dd5b3d80,Reese Mews,Lower,,,"662/72 Reese Mews Lower, Robertfurt  ACT,  2920"
155,fb59e94e-351b-4c33-a670-042388fa6324,Laura Way,Corner,East Michelle,2613,
156,379a8918-3122-4997-8a8d-196d78824dbd,Allen Reserve,Boulevard,,2520,"Flat 16 41 Allen Reserve Boulevard, Lake Jacobfort  WA,  2520"
157,af87f70a-625d-425c-a198-79bee6f6f2ac,Hansen Grove,Amble,Lake Yvonne,6757,"018/01 Hansen Grove Amble, Lake Yvonne  VIC,  6757"
158,6736ea65-7053-4652-ad60-7db630fbfb84,Barron Retreat,Trailer,South Richardhaven,2444,"8/45 Barron Retreat Trailer, South Richardhaven  WA,  2444"
159,372be472-1ea9-4ca7-b229-32718fab7753,Martinez Brace,Little,Smithstad,904,"Unit 56 46 Martinez Brace Little, Smithstad  QLD,  0904"
160,9f77a5d2-de73-46fb-bc77-e1df1d004b20,Carlson Quadrant,Place,Adrianberg,2633,"Suite 549 3 Carlson Quadrant Place, Adrianberg  ACT,  2633"
161,61335793-ab13-433c-ba46-3ad46b5a2bad,Goodwin End,Glen,Danielview,8837,"04/50 Goodwin End Glen, Danielview  TAS,  8837"
162,2513cda7-bc49-413a-a307-a0a0ad36feff,Keith Cove,Trunkway,Thompsonport,2933,"Suite 814 909 Keith Cove Trunkway, Thompsonport  TAS,  2933"
163,627a4588-472d-41d7-bf73-df9278d05e07,Morrison Centre,Lane,Butlershire,2932,"Level 4 30 Morrison Centre Lane, Butlershire  WA,  2932"
164,c2244b74-002a-4048-b773-fb68cb4f5d13,Wolfe Driveway,Corso,North Jill,3778,
165,223522a6-d762-4005-84d8-8cf288e325af,Steven Laneway,Follow,South Courtneyview,2998,"Level 9 476 Steven Laneway Follow, South Courtneyview  VIC,  2998"
166,46422d8e-87f8-4e24-8a2b-0e7e5ade1fd7,Bennett Meander,Right Of Way,Port Williamchester,,"686/484 Bennett Meander Right Of Way, Port Williamchester  TAS,  2614"
167,7ee61f89-f4cc-4560-98a9-06dfeb7b5bc5,Hull Cul-de-sac,State Highway,Port Sarahview,,"Suite 061 705 Hull Cul-de-sac State Highway, Port Sarahview  VIC,  2920"
168,fe2e5f35-1057-4223-93c4-c54d98aca902,Hobbs Terrace,Follow,Port Stephanie, 2634,
169,d8ab2c63-918f-4c57-b6af-d461661594b1,Timothy Brae,Bridge,Ernestburgh,2694,"Level 3 94 Timothy Brae Bridge, Ernestburgh  QLD,  2694"
170,183ca113-0bf0-4e07-b9ec-cbeeabcf0103,Hartman Circle,Place,Port Paula,2955,"Flat 32 97 Hartman Circle Place, Port Paula  WA,  2955"
171,3adad0f5-2369-4467-a0dd-7427e205f41b,Cassandra Dip,Tarn,South Oliviaberg,,"Unit 82 13 Cassandra Dip Tarn, South Oliviaberg  ACT,  2656"
172,cb1bdd82-6347-4189-8639-5fe00e9dcb66,Ramsey Run,Ronde,,,"Unit 92 18 Ramsey Run Ronde, West Justinchester  VIC,  2932"
173,6cdbc4f8-37e8-4c87-b0f7-75ed1ddf39a5,Frances Rue,Lower,Amyberg,2580,
174,df02dda7-2275-4fae-8801-948c666cfd4c,Richardson Fire Track,Lookout,Thomasshire,2653,"Flat 73 183 Richardson Fire Track Lookout, Thomasshire  NSW,  2653"
175,533d28df-ec5d-447f-ae05-fb4605e7e00f,Betty Distributor,Trailer,Kimberlyberg,,"Apt. 244 099 Betty Distributor Trailer, Kimberlyberg  TAS,  2606"
176,324dfff8-7db7-4fbb-a5ff-02c1f1d6c467,Smith Quad,Esplanade,Woodschester,,
177,731d04e6-b40f-4ae7-84d9-e13113481f36,Fitzpatrick Junction,Wade,Matthewmouth,7179,"Level 8 1 Fitzpatrick Junction Wade, Matthewmouth  VIC,  7179"
178,27e49863-b121-4c69-9649-fb85bde5e608,Richards Estate,Loop,West Denise,,"Unit 26 62 Richards Estate Loop, West Denise  ACT,  2973"
179,ea8a9bd4-750c-4040-918c-f4e5eea858fa,Oneill Crossing,Landing,Longstad,,
180,50e688eb-e8a1-47ed-808e-dc0e10b79282,Noah Grange,Beach,Russellhaven,,"Suite 287 99 Noah Grange Beach, Russellhaven  NSW,  2194"
181,ff3404a7-d3e8-4576-9cc8-5e8d4f69ba9d,Santiago Brace,Parkway,Wyattmouth,,
